response_id,best_experience_group_1,worst_experience_group_1,best_experience_group_2,worst_experience_group_2,best_experience_group_3,worst_experience_group_3,best_experience_group_4,worst_experience_group_4,best_experience_group_5,worst_experience_group_5,best_experience_group_6,worst_experience_group_6
289,My working relationships,My on-the-job learning opportunities,Managing my personal commitments,My mental wellbeing,My daily expenses,My daily expenses,Managing my personal commitments,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My job satisfaction
290,My working relationships,My on-the-job learning opportunities,Managing my personal commitments,My mental wellbeing,My daily expenses,My daily expenses,Managing my personal commitments,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My job satisfaction
291,My working relationships,My on-the-job learning opportunities,Managing my personal commitments,My mental wellbeing,My daily expenses,My daily expenses,Managing my personal commitments,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My job satisfaction
292,My working relationships,My on-the-job learning opportunities,Managing my personal commitments,My mental wellbeing,My daily expenses,My daily expenses,Managing my personal commitments,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My job satisfaction
293,My working relationships,My on-the-job learning opportunities,Managing my personal commitments,My mental wellbeing,My daily expenses,My daily expenses,Managing my personal commitments,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My job satisfaction
294,My working relationships,My on-the-job learning opportunities,Managing my personal commitments,My mental wellbeing,My daily expenses,My daily expenses,Managing my personal commitments,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My job satisfaction
295,My working relationships,My on-the-job learning opportunities,Managing my personal commitments,My mental wellbeing,My daily expenses,My daily expenses,Managing my personal commitments,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My job satisfaction
296,My working relationships,My on-the-job learning opportunities,Managing my personal commitments,My mental wellbeing,My daily expenses,My daily expenses,Managing my personal commitments,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My job satisfaction
297,My working relationships,My on-the-job learning opportunities,Managing my personal commitments,My mental wellbeing,My daily expenses,My daily expenses,Managing my personal commitments,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My job satisfaction
298,My working relationships,My on-the-job learning opportunities,Managing my personal commitments,My mental wellbeing,My daily expenses,My daily expenses,Managing my personal commitments,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My job satisfaction
299,My working relationships,My on-the-job learning opportunities,Managing my personal commitments,My mental wellbeing,My daily expenses,My daily expenses,Managing my personal commitments,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My job satisfaction
300,My working relationships,My on-the-job learning opportunities,Managing my personal commitments,My mental wellbeing,My daily expenses,My daily expenses,Managing my personal commitments,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My job satisfaction
301,My working relationships,My on-the-job learning opportunities,Managing my personal commitments,My mental wellbeing,My daily expenses,My daily expenses,Managing my personal commitments,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My job satisfaction
302,My working relationships,My on-the-job learning opportunities,Managing my personal commitments,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My job satisfaction
303,My working relationships,My on-the-job learning opportunities,Managing my personal commitments,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My job satisfaction
304,My working relationships,My on-the-job learning opportunities,Managing my personal commitments,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My job satisfaction
305,My working relationships,My on-the-job learning opportunities,Managing my personal commitments,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My job satisfaction
306,My working relationships,My on-the-job learning opportunities,Managing my personal commitments,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My mental wellbeing,My daily expenses,My job satisfaction,Managing my personal commitments,My job satisfaction
