response_id,preferred_remote_time_after_covid,employer_encourage_remote_future,employer_support_remote_future,remote_work_choice_future,remote_productivity,commute_hours_office,work_hours_office,personal_family_hours_office,caring_hours_office,commute_hours_remote,work_hours_remote,personal_family_hours_remote,caring_hours_remote
190,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 10% more productive when working remotely,0.5,6,1,0.5,0,5,2,1
191,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 10% more productive when working remotely,0.5,6,1,0.5,0,5,2,1
192,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 10% more productive when working remotely,0.5,6,1,0.5,0,5,2,1
193,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 10% more productive when working remotely,0.5,6,1,0.5,0,5,2,1
194,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 10% more productive when working remotely,0.5,6,1,0.5,0,5,2,1
195,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 10% more productive when working remotely,0.6,6,1,0.5,0,5,2,1
196,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 10% more productive when working remotely,0.6,6,1,0.5,0,5,2,1
197,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 10% more productive when working remotely,0.75,6,1,0.5,0,5,2,1
198,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 10% more productive when working remotely,0.75,6,1,0.5,0,5.5,2,1
199,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,0.75,6,1,0.5,0,6,2,1
200,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,0.75,6,1,0.5,0,6,2,1
201,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,0.75,6,1,0.5,0,6,2,1
202,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,0.75,6,1,0.5,0,6,2,1
203,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,0.75,6,1,0.5,0,6,2,1
204,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,0.75,6,1,0.5,0,6,2,1
205,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,0.75,6,1,0.5,0,6,2,1
206,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,0.75,6,1,0.5,0,6,2,1
207,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,0.75,6,1,0.5,0,6,2,1
208,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,0.75,6,1,0.5,0,6,2,1
209,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,0.75,6,1,0.5,0,6,2,1
210,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,0.8,6,1,0.5,0,6,2,1
211,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,0.5,0,6,2,1
212,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,0.5,0,6,2,1
213,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,0.5,0,6,2,1
214,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
215,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
216,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
217,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
218,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
219,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
220,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
221,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
222,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
223,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
224,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
225,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
226,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
227,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
228,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
229,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
230,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
231,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
232,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
233,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
234,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
235,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
236,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
237,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
238,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
239,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
240,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
241,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1,1,0,6,2,1
242,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1.5,1,0,6,2,1
243,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1.5,1,0,6,2,1
244,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1.5,1,0,6,2,1
245,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1.5,1,0,6,2,1
246,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1.5,1,0,6,2,1
247,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,1.5,1,0,6,2,1
248,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
249,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
250,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
251,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
252,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
253,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
254,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
255,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
256,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
257,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
258,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
259,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
260,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
261,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
262,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
263,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
264,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
265,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
266,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
267,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
268,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
269,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
270,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
271,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
272,40%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
273,40%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
274,40%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
275,40%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
276,40%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
277,40%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
278,40%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
279,40%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
280,40%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
281,40%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
282,40%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
283,40%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
284,40%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
285,40%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
286,40%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
287,40%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
288,40%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1,6,2,1,0,6,2,1
