response_id,birth_year,gender,industry,industry_detail,occupation,occupation_detail,company_size,is_manager,household_type,job_tenure,region_type
1003,1968,Female,Accommodation and Food Services,Accommodation,Professionals,"Business, Human Resource and Marketing Professionals",Between 1 and 4,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1195,1963,Male,Financial and Insurance Services,Finance,Managers,"Chief Executives, General Managers and Legislators",Between 1 and 4,No,Couple with no dependent children,Between 1 and 5 years,Metro
261,1988,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Clerical and administrative ,Clerical and Office Support ,Between 1 and 4,No,Couple with no dependent children,Between 1 and 5 years,Metro
1285,1961,Male,Education and Training,"Adult, Community and Other Education",Professionals,Education Professionals,Between 1 and 4,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
796,1973,Male,Administrative and Support Services,Administrative Services,Managers,Specialist Managers,Between 1 and 4,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1136,1965,Male,Administrative and Support Services,Administrative Services,Managers,Specialist Managers,Between 1 and 4,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
847,1972,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Managers,Specialist Managers,Between 1 and 4,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
616,1978,Female,Arts and Recreation Services,Creative and Performing Arts Activities,Professionals,"Business, Human Resource and Marketing Professionals",Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Metro
137,1990,Male,Arts and Recreation Services,Creative and Performing Arts Activities,Professionals,"Business, Human Resource and Marketing Professionals",Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1157,1964,Male,Financial and Insurance Services,Finance,Professionals,"Business, Human Resource and Marketing Professionals",Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Metro
741,1975,Male,Financial and Insurance Services,Insurance and Superannuation Funds,Professionals,"Business, Human Resource and Marketing Professionals",Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
578,1979,Male,Wholesale Trade,Motor Vehicle and Motor Vehicle Parts Wholesaling,Community and personal service ,Carers and Aides,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
243,1988,Female,Administrative and Support Services,Administrative Services,Managers,"Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1372,1959,Male,Health Care and Social Assistance,Medical and Other Health Care Services,Managers,"Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
487,1982,Male,"Transport, Postal and Warehousing",Warehousing and Storage Services,Managers,"Chief Executives, General Managers and Legislators",Between 20 and 199,NA,Couple with no dependent children,Between 1 and 5 years,Metro
599,1978,Female,Financial and Insurance Services,Auxiliary Finance and Insurance Services,Clerical and administrative ,Clerical and Office Support ,Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Metro
655,1977,Male,Construction,Building Construction,Professionals,"Design, Engineering, Science and Transport Professionals",Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1346,1960,Male,"Transport, Postal and Warehousing",Road Transport,Professionals,"Design, Engineering, Science and Transport Professionals",Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Metro
56,1995,Female,Education and Training,Preschool and School Education,Professionals,Education Professionals,Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Metro
20,1997,Female,Education and Training,Preschool and School Education,Clerical and administrative ,General Clerical ,Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Metro
280,1987,Female,Health Care and Social Assistance,Medical and Other Health Care Services,Professionals,Health Professionals,Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Metro
174,1990,Male,Health Care and Social Assistance,Medical and Other Health Care Services,Professionals,Health Professionals,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
136,1990,Male,Accommodation and Food Services,Accommodation,Managers,"Hospitality, Retail and Service Managers",Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Metro
974,1969,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,ICT Professionals,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
515,1981,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Legal, Social and Welfare Professionals",Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
337,1986,Female,Education and Training,"Adult, Community and Other Education",Clerical and administrative ,Other Clerical and Administrative ,Between 20 and 199,NA,Couple with no dependent children,Between 1 and 5 years,Metro
150,1990,Male,Public Administration and Safety,"Public Order, Safety and Regulatory Services",Technicians and trades ,Other Technicians and Trades ,Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Metro
626,1978,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Clerical and administrative ,Personal Assistants and Secretaries,Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Metro
152,1990,Female,Education and Training,"Adult, Community and Other Education",Sales ,Sales Representatives and Agents,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
146,1990,Female,Retail Trade,Food Retailing,Sales ,Sales Representatives and Agents,Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Metro
1118,1965,Male,Retail Trade,Other Store-Based Retailing,Sales ,Sales Representatives and Agents,Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Metro
1447,1957,Male,Manufacturing,Primary Metal and Metal Product Manufacturing,Sales ,Sales Representatives and Agents,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
355,1985,Male,Financial and Insurance Services,Finance,Sales ,Sales Support ,Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Metro
906,1970,Female,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Managers,Specialist Managers,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1189,1964,Female,Financial and Insurance Services,Finance,Managers,Specialist Managers,Between 20 and 199,NA,Couple with no dependent children,Between 1 and 5 years,Metro
736,1975,Male,Financial and Insurance Services,Finance,Managers,Specialist Managers,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
195,1989,Male,Accommodation and Food Services,Food and Beverage Services,Managers,Specialist Managers,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1076,1966,Female,Manufacturing,Furniture and Other Manufacturing,Managers,Specialist Managers,Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Metro
134,1991,Female,Manufacturing,Machinery and Equipment Manufacturing,Managers,Specialist Managers,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
358,1985,Female,Retail Trade,Non-Store Retailing and Retail Commission-Based Buying and/or Selling,Managers,Specialist Managers,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
776,1974,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Managers,Specialist Managers,Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1015,1968,Female,Administrative and Support Services,Administrative Services,Professionals,"Business, Human Resource and Marketing Professionals",Between 5 and 19,No,Couple with no dependent children,Between 1 and 5 years,Metro
509,1981,Male,Financial and Insurance Services,Auxiliary Finance and Insurance Services,Professionals,"Business, Human Resource and Marketing Professionals",Between 5 and 19,No,Couple with no dependent children,Between 1 and 5 years,Metro
1070,1966,Male,Manufacturing,Beverage and Tobacco Product Manufacturing,Managers,"Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
1395,1959,Male,Accommodation and Food Services,Food and Beverage Services,Managers,"Chief Executives, General Managers and Legislators",Between 5 and 19,NA,Couple with no dependent children,Between 1 and 5 years,Metro
398,1984,Female,Health Care and Social Assistance,Residential Care Services,Managers,"Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
351,1985,Male,Health Care and Social Assistance,Social Assistance Services,Managers,"Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
