response_id,most_significant_barrier_1,least_significant_barrier_1,most_significant_barrier_2,least_significant_barrier_2,most_significant_barrier_3,least_significant_barrier_3,most_significant_barrier_4,least_significant_barrier_4,most_significant_barrier_5,least_significant_barrier_5,most_significant_barrier_6,least_significant_barrier_6,most_significant_barrier_7,least_significant_barrier_7,most_significant_barrier_8,least_significant_barrier_8,most_significant_barrier_9,least_significant_barrier_9,most_significant_barrier_10,least_significant_barrier_10
67,Caring responsibilities,Caring responsibilities,Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Cyber security,Cyber security,Cyber security,Cyber security,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
68,Caring responsibilities,Caring responsibilities,Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Cyber security,Cyber security,Cyber security,Cyber security,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
69,Caring responsibilities,Caring responsibilities,Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Cyber security,Cyber security,Cyber security,Cyber security,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
70,Caring responsibilities,Caring responsibilities,Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Cyber security,Cyber security,Cyber security,Cyber security,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
71,Caring responsibilities,Caring responsibilities,Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Cyber security,Cyber security,Cyber security,Cyber security,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
72,Caring responsibilities,Caring responsibilities,Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Cyber security,Cyber security,Cyber security,Cyber security,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
73,Caring responsibilities,Caring responsibilities,Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Cyber security,Cyber security,Cyber security,Cyber security,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
74,Caring responsibilities,Caring responsibilities,Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Cyber security,Cyber security,Cyber security,Cyber security,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
75,Caring responsibilities,Caring responsibilities,Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Cyber security,Cyber security,Cyber security,Cyber security,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
76,Caring responsibilities,Caring responsibilities,Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Cyber security,Cyber security,Cyber security,Cyber security,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
77,Caring responsibilities,Caring responsibilities,Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Cyber security,Cyber security,Cyber security,Cyber security,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
78,Caring responsibilities,Caring responsibilities,Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Cyber security,Cyber security,Cyber security,Cyber security,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
79,Caring responsibilities,Caring responsibilities,Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Cyber security,Cyber security,Cyber security,Cyber security,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
80,Caring responsibilities,Caring responsibilities,Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Connectivity (internet connection),Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Caring responsibilities,Cyber security,Cyber security,Cyber security,Cyber security,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)"
