response_id,remote_work_time_last_year,org_encouraged_remote_last_year,org_prepared_remote_last_year,remote_common_last_year,remote_permission_last_year,remote_collaboration_last_year,recommend_remote_last_year,preferred_remote_time_last_year,remote_work_time_last_3_months,org_encouraged_remote_3_months,org_prepared_remote_3_months,remote_common_3_months,remote_permission_3_months
212,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree
213,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree
214,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
215,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree
216,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree
217,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
218,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree
219,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
220,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
221,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
222,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree
223,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree
224,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
225,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
226,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree
227,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree
228,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree
229,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree
230,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree
231,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree
232,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree
233,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree
234,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree
235,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree
236,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree
237,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree
238,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree
239,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree
240,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree
241,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree
242,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree
243,20%,NA,NA,NA,NA,NA,NA,20%,30%,Neither agree nor disagree,Somewhat agree,NA,NA
244,20%,NA,NA,NA,NA,NA,NA,20%,40%,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree
245,20%,NA,NA,NA,NA,NA,NA,20%,40%,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree
246,20%,NA,NA,NA,NA,NA,NA,20%,40%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree
247,20%,NA,NA,NA,NA,NA,NA,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
248,20%,NA,NA,NA,NA,NA,NA,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
249,20%,NA,NA,NA,NA,NA,NA,20%,40%,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree
250,20%,NA,NA,NA,NA,NA,NA,20%,40%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree
251,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree
252,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree
253,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
254,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
255,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
256,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
257,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
258,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
259,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
260,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
261,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
262,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree
263,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree
264,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
265,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
266,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree
267,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,NA,NA
268,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
269,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree
270,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
271,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree
272,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
273,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
274,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
275,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
276,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree
277,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
278,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
279,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,NA,NA
280,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
281,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
282,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,NA,NA
283,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
284,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
285,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
286,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
287,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
288,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
289,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
290,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree
291,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree
292,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
293,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
294,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
295,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
296,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree
297,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
298,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
299,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
300,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
301,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree
302,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
303,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
304,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
305,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
306,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
307,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
308,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
309,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
310,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
311,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
312,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
313,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree
314,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree
315,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
316,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,20%,40%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
317,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,30%,40%,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree
318,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,30%,40%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree
